DNS/TSIG/TKEYExchange.cs	217	true-to-false	SURVIVED	0 of 156 failed
DNS/TSIG/TKEYExchange.cs	263	less-to-less-or-equal	SURVIVED	0 of 156 failed
DNS/TSIG/TKEYExchange.cs	264	less-to-less-or-equal	KILLED	1 of 156 failed
DNS/TSIG/TKEYExchange.cs	265	less-to-less-or-equal	SURVIVED	0 of 156 failed
DNS/TSIG/TKEYExchange.cs	290	greater-to-ge	SURVIVED	0 of 156 failed
DNS/TSIG/TKEYExchange.cs	291	false-to-true	SURVIVED	0 of 156 failed
DNS/TSIG/TKEYExchange.cs	296	greater-to-ge	SURVIVED	0 of 156 failed
DNS/TSIG/TKEYExchange.cs	297	false-to-true	SURVIVED	0 of 156 failed
DNS/TSIG/TKEYExchange.cs	302	true-to-false	SURVIVED	0 of 156 failed
DNS/TSIG/TSIGAlgorithms.cs	84	logical-or-to-and	KILLED	7 of 156 failed
DNS/TSIG/TSIGAlgorithms.cs	84	equality-to-inequality	SURVIVED	0 of 156 failed
DNS/TSIG/TSIGAlgorithms.cs	85	logical-or-to-and	KILLED	7 of 156 failed
DNS/TSIG/TSIGAlgorithms.cs	85	equality-to-inequality	KILLED	7 of 156 failed
DNS/TSIG/TSIGAlgorithms.cs	86	logical-or-to-and	SURVIVED	0 of 156 failed
DNS/TSIG/TSIGAlgorithms.cs	86	equality-to-inequality	SURVIVED	0 of 156 failed
DNS/TSIG/TSIGAlgorithms.cs	87	equality-to-inequality	SURVIVED	0 of 156 failed
DNS/TSIG/TSIGAlgorithms.cs	104	equality-to-inequality	KILLED	8 of 156 failed
DNS/TSIG/TSIGAlgorithms.cs	105	equality-to-inequality	SURVIVED	0 of 156 failed
DNS/TSIG/TSIGAlgorithms.cs	106	equality-to-inequality	SURVIVED	0 of 156 failed
DNS/TSIG/TSIGAlgorithms.cs	107	equality-to-inequality	SURVIVED	0 of 156 failed
DNS/TSIG/DNSTransactionSecurity.cs	67	greater-to-ge	BUILD-FAILED	not a viable mutant
DNS/TSIG/DNSTransactionSecurity.cs	73	logical-or-to-and	SURVIVED	0 of 156 failed
DNS/TSIG/DNSTransactionSecurity.cs	73	logical-or-to-and	SURVIVED	0 of 156 failed
DNS/TSIG/DNSTransactionSecurity.cs	162	false-to-true	KILLED	1 of 156 failed
DNS/TSIG/DNSTransactionSecurity.cs	165	logical-and-to-or	SURVIVED	0 of 156 failed
DNS/TSIG/DNSTransactionSecurity.cs	168	true-to-false	KILLED	3 of 156 failed
DNS/TSIG/DNSTransactionSecurity.cs	187	false-to-true	SURVIVED	0 of 156 failed
DNS/TSIG/DNSTransactionSecurity.cs	192	logical-and-to-or	SURVIVED	0 of 156 failed
DNS/TSIG/DNSTransactionSecurity.cs	197	true-to-false	KILLED	14 of 156 failed
DNS/TSIG/SIG0VerificationResult.cs	83	true-to-false	KILLED	2 of 156 failed
DNS/TSIG/SIG0VerificationResult.cs	93	false-to-true	SURVIVED	0 of 156 failed
DNS/TSIG/TSIGVerificationResult.cs	89	true-to-false	KILLED	7 of 156 failed
DNS/TSIG/TSIGVerificationResult.cs	105	false-to-true	KILLED	1 of 156 failed
